header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
A5CKB9,0,test,test,test,test,test
Q9AWZ8,0,test,test,test,test,test
Q32LT9,0,test,test,test,test,test
A5WG49,0,test,test,test,test,test
Q8R6C8,0,test,test,test,test,test
B7JY20,0,test,test,test,test,test
Q87MI6,0,test,test,test,test,test
Q8DTQ6,0,test,test,test,test,test
A0A2R6Q8R5,0,test,test,test,test,test
A8NS89,0,test,test,test,test,test
Q965X7,0,test,test,test,test,test
Q6NK10,0,test,test,test,test,test
Q0HUN4,0,test,test,test,test,test
A8GLK7,0,test,test,test,test,test
A4Y7B1,0,test,test,test,test,test
B2KZE7,0,test,test,test,test,test
B7MNP4,0,test,test,test,test,test
B7UFS4,0,test,test,test,test,test
B7KJX0,0,test,test,test,test,test
P33330,0,test,test,test,test,test
B5YJE1,0,test,test,test,test,test
Q92T27,0,test,test,test,test,test
B6EMJ7,0,test,test,test,test,test
Q92B78,0,test,test,test,test,test
Q48838,0,test,test,test,test,test
Q67S57,0,test,test,test,test,test
Q92BY5,0,test,test,test,test,test
B7N966,0,test,test,test,test,test
A2BWT5,0,test,test,test,test,test
B5Z112|Q8XA73,0,test,test,test,test,test
Q5YRX2,0,test,test,test,test,test
Q13TZ3,0,test,test,test,test,test
Q8FYA4|B0CIY4|A9M968,0,test,test,test,test,test
B2JIA0,0,test,test,test,test,test
Q1AUK6,0,test,test,test,test,test
A4RKF7,0,test,test,test,test,test
A8Z5R9,0,test,test,test,test,test
B7H0A1|B7I4X1,0,test,test,test,test,test
A8MB38,0,test,test,test,test,test
C1GGI6,0,test,test,test,test,test
Q13QV1,0,test,test,test,test,test
A6U9U3,0,test,test,test,test,test
Q03X10,0,test,test,test,test,test
Q48440,0,test,test,test,test,test
Q8NUQ6|Q6G6B3,0,test,test,test,test,test
Q2GHT7,0,test,test,test,test,test
Q5SBP1,0,test,test,test,test,test
Q97QG5,0,test,test,test,test,test
O55239,0,test,test,test,test,test
Q8R9G3,0,test,test,test,test,test
A6UCS2,0,test,test,test,test,test
Q11CQ6,0,test,test,test,test,test
Q4WXW1,0,test,test,test,test,test
C4K3W9,0,test,test,test,test,test
O69466,0,test,test,test,test,test
A4IRH8,0,test,test,test,test,test
B9JML7,0,test,test,test,test,test
Q60Y65,0,test,test,test,test,test
Q29RU6,0,test,test,test,test,test
P0C565,0,test,test,test,test,test
C6E1P3,0,test,test,test,test,test
B1IQP3,0,test,test,test,test,test
Q7XR83,0,test,test,test,test,test
O77591,0,test,test,test,test,test
A0Q6R5,0,test,test,test,test,test
P06560,0,test,test,test,test,test
A6U839,0,test,test,test,test,test
Q8RA30,0,test,test,test,test,test
Q6GDG8,0,test,test,test,test,test
Q13VU3,0,test,test,test,test,test
B8G1G1,0,test,test,test,test,test
Q4A977|Q4A7B8|Q5ZZT0,0,test,test,test,test,test
B8FT13|Q24TJ1,0,test,test,test,test,test
P40192|Q57LS3,0,test,test,test,test,test
P52556,0,test,test,test,test,test
Q6AYF9,0,test,test,test,test,test
Q0AKJ6,0,test,test,test,test,test
P9WMQ7|P9WMQ6|P64323,0,test,test,test,test,test
Q9HLI6,0,test,test,test,test,test
B1IAA7,0,test,test,test,test,test
A4ZDG8,0,test,test,test,test,test
Q4QP83,0,test,test,test,test,test
O84315,0,test,test,test,test,test
P0A960|P0A959|P0A961,0,test,test,test,test,test
C1F548,0,test,test,test,test,test
Q9HNU9|B0R6P8,0,test,test,test,test,test
B7VMF0,0,test,test,test,test,test
A1ALN0,0,test,test,test,test,test
B0U498,0,test,test,test,test,test
Q48CH3,0,test,test,test,test,test
Q2YBP9,0,test,test,test,test,test
A5G0G6,0,test,test,test,test,test
B5FXE5,0,test,test,test,test,test
Q66LN0,0,test,test,test,test,test
A0A0D2YG05,0,test,test,test,test,test
Q9P7L3,0,test,test,test,test,test
Q5YXN4,0,test,test,test,test,test
Q1AW05,0,test,test,test,test,test
A0LTT7,0,test,test,test,test,test
P40149,0,test,test,test,test,test
B1JFU3,0,test,test,test,test,test
C1DRJ0,0,test,test,test,test,test
Q1R7T5|Q0TEA3|A1AEU9|B7MYR1|B7MKN0,0,test,test,test,test,test
Q215S7,0,test,test,test,test,test
Q8EZJ0,0,test,test,test,test,test
Q4JQW2|P09249,0,test,test,test,test,test
A0A3Q8GL18,0,test,test,test,test,test
Q54GP3,0,test,test,test,test,test
A1R7J5,0,test,test,test,test,test
Q9UTI7,0,test,test,test,test,test
A5D145,0,test,test,test,test,test
Q7NMI9,0,test,test,test,test,test
A3PMC8,0,test,test,test,test,test
Q5WHR5,0,test,test,test,test,test
Q4ZWS6,0,test,test,test,test,test
A0A0U2U8U5,0,test,test,test,test,test
A1U3Y0,0,test,test,test,test,test
A8KYR5,0,test,test,test,test,test
P62826|P62828|P62827|Q3T054|P62825|Q5R556|Q4R4M9,0,test,test,test,test,test
Q21MP3,0,test,test,test,test,test
Q88KT0,0,test,test,test,test,test
Q5E9F2,0,test,test,test,test,test
Q6MMK2,0,test,test,test,test,test
A4VM82,0,test,test,test,test,test
A0A031WDE4,0,test,test,test,test,test
B8FLE8,0,test,test,test,test,test
Q6NH04,0,test,test,test,test,test
Q65E69,0,test,test,test,test,test
Q6G7F3|P63955|A5IUU9|A7X522|P99140|A6U3N9|P63956,0,test,test,test,test,test
Q631M1|Q6HBF2|Q815K7,0,test,test,test,test,test
Q8RNT4,0,test,test,test,test,test
Q47VY6,0,test,test,test,test,test
P36923,0,test,test,test,test,test
A6X5D7,0,test,test,test,test,test
Q55370,0,test,test,test,test,test
Q9H0I9,0,test,test,test,test,test
Q759Y5,0,test,test,test,test,test
B4TCM2|B5QXL5|B5RF85|Q5PIS3|C0Q436|B5FPT4|B4TPU7|B5BJK3|A9MZH4|B4T0T2|Q57HD1,0,test,test,test,test,test
B1ZC86,0,test,test,test,test,test
Q8Z7L2,0,test,test,test,test,test
Q88WM8,0,test,test,test,test,test
Q9NVE7,0,test,test,test,test,test
Q2YYJ4,0,test,test,test,test,test
Q07J18,0,test,test,test,test,test
P9WHK2|P9WHK3|A1KIG8|C1AN24|A5U281|P65942,0,test,test,test,test,test
O02607,0,test,test,test,test,test
Q6NJK0,0,test,test,test,test,test
Q8R7K0,0,test,test,test,test,test
A4RK52,0,test,test,test,test,test
Q08908,0,test,test,test,test,test
A4SXQ5,0,test,test,test,test,test
P10583,0,test,test,test,test,test
Q6NIA1,0,test,test,test,test,test
P0DX41,0,test,test,test,test,test
Q92BS0,0,test,test,test,test,test
Q5Z187,0,test,test,test,test,test
A6LI30,0,test,test,test,test,test
B4TYR7|B5FSN8|Q5PIA7|A9MUX4|B5BH61|P66755|B5F3J7|P66756,0,test,test,test,test,test
B2SNG9|Q2P761,0,test,test,test,test,test
O20346,0,test,test,test,test,test
A0RD97|C1ES77|Q6HJK9|Q63C61,0,test,test,test,test,test
Q9URB4,0,test,test,test,test,test
Q898E8,0,test,test,test,test,test
B0CEX1,0,test,test,test,test,test
Q17V96,0,test,test,test,test,test
P0CO22|P0CO23,0,test,test,test,test,test
B2FUM0,0,test,test,test,test,test
Q68XU6,0,test,test,test,test,test
B4UJ61,0,test,test,test,test,test
Q7MYB6,0,test,test,test,test,test
O85057,0,test,test,test,test,test
Q9FM82,0,test,test,test,test,test
B9KLD3,0,test,test,test,test,test
O07717,0,test,test,test,test,test
Q92GC9,0,test,test,test,test,test
Q9VNV3,0,test,test,test,test,test
C5BQ00,0,test,test,test,test,test
A1U9V4|Q1BF27|A3PTG0,0,test,test,test,test,test
A5N4M5|B9DY87,0,test,test,test,test,test
A5D3M2,0,test,test,test,test,test
P29251,0,test,test,test,test,test
Q04WA6|Q04X69,0,test,test,test,test,test
Q5J1R2,0,test,test,test,test,test
Q59633,0,test,test,test,test,test
Q8E5Y0,0,test,test,test,test,test
Q58339,0,test,test,test,test,test
B7MAL0|B6HZ64|Q0T8B0|C4ZRI2|Q1RGA8|B1XC64|P0A6W3|Q326E8|B7UID7|Q0TLQ2|Q3Z5S2|B1IR91|B7LWF0|A1A7D2|P0A6W4|A7ZHH8|B7LFV7|B7M130|A7ZW39|B2U292,0,test,test,test,test,test
Q826D9,0,test,test,test,test,test
A5GTM5,0,test,test,test,test,test
B3M098,0,test,test,test,test,test
P52792,0,test,test,test,test,test
Q8PI89,0,test,test,test,test,test
Q9FBM1,0,test,test,test,test,test
A9KQ99,0,test,test,test,test,test
P87113,0,test,test,test,test,test
B2TIR0,0,test,test,test,test,test
I7H727,0,test,test,test,test,test
Q8PV98,0,test,test,test,test,test
A1TZF4,0,test,test,test,test,test
A8F004,0,test,test,test,test,test
Q03ES4|Q08783,0,test,test,test,test,test
Q5F9S8,0,test,test,test,test,test
Q5N249|Q31S64,0,test,test,test,test,test
Q9K9B2,0,test,test,test,test,test
A1SX20,0,test,test,test,test,test
Q5ZVU5,0,test,test,test,test,test
Q8VDG7,0,test,test,test,test,test
Q3KFU6,0,test,test,test,test,test
Q1AZC4,0,test,test,test,test,test
B5Y1K9,0,test,test,test,test,test
Q58058,0,test,test,test,test,test
B0JW81,0,test,test,test,test,test
B9KDH6,0,test,test,test,test,test
Q6BPI1,0,test,test,test,test,test
O88561,0,test,test,test,test,test
B6IN31,0,test,test,test,test,test
Q18J00,0,test,test,test,test,test
B5RR78,0,test,test,test,test,test
G5DGA8,0,test,test,test,test,test
P55229,0,test,test,test,test,test
Q58484,0,test,test,test,test,test
A4JW24,0,test,test,test,test,test
Q63IF8,0,test,test,test,test,test
Q8YF53,0,test,test,test,test,test
B7M1F9|B6IBG7|A7ZML5|Q83L52,0,test,test,test,test,test
A6QAR9,0,test,test,test,test,test
Q9AAL3,0,test,test,test,test,test
Q8UAA5,0,test,test,test,test,test
Q4KF90,0,test,test,test,test,test
Q96483,0,test,test,test,test,test
A4FFQ4,0,test,test,test,test,test
B7II09,0,test,test,test,test,test
Q87RN7,0,test,test,test,test,test
Q8DFM2,0,test,test,test,test,test
O66131,0,test,test,test,test,test
A3CNV7,0,test,test,test,test,test
B4SWC5|B5QYX3|B4T8W8|A9MTA4|B5FLY4|Q05603,0,test,test,test,test,test
A8MC03,0,test,test,test,test,test
Q5ZM72,0,test,test,test,test,test
B0C312,0,test,test,test,test,test
B1MHQ0,0,test,test,test,test,test
Q01324,0,test,test,test,test,test
Q0P8J7,0,test,test,test,test,test
Q8RHZ9,0,test,test,test,test,test
Q96DE0,0,test,test,test,test,test
Q4QL89,0,test,test,test,test,test
B6HYY9,0,test,test,test,test,test
A4W1H6|A4VV69,0,test,test,test,test,test
O26957,0,test,test,test,test,test
Q9X5D0,0,test,test,test,test,test
B2UJ42,0,test,test,test,test,test
Q746Y3,0,test,test,test,test,test
Q8AAW1,0,test,test,test,test,test
Q0S2F6,0,test,test,test,test,test
B1XJV9,0,test,test,test,test,test
Q81IP0|B7IUW8|B7H4V1,0,test,test,test,test,test
Q2YCK7,0,test,test,test,test,test
Q04KI9|P65779|C1C794|C1CRK0|P65780|C1CKG4,0,test,test,test,test,test
A1W4I7|B9MEJ9,0,test,test,test,test,test
B1J1X7,0,test,test,test,test,test
B2ULM9,0,test,test,test,test,test
A8MBK0,0,test,test,test,test,test
A0A1H0NKS3,0,test,test,test,test,test
A5GVX9,0,test,test,test,test,test
P56067,0,test,test,test,test,test
A0QTG1,0,test,test,test,test,test
Q7VXD2|Q7WJ63|Q7WA31,0,test,test,test,test,test
Q1ICH9,0,test,test,test,test,test
Q2KE83,0,test,test,test,test,test
Q7UID0,0,test,test,test,test,test
Q9Z856,0,test,test,test,test,test
B4TCT3,0,test,test,test,test,test
Q8XJR1,0,test,test,test,test,test
C1FMP0,0,test,test,test,test,test
G3XD23,0,test,test,test,test,test
B2IX27,0,test,test,test,test,test
P53456,0,test,test,test,test,test
Q73DH4|Q63FX6|Q81V33|Q6HNE4,0,test,test,test,test,test
Q4ZZ08,0,test,test,test,test,test
Q2RR25,0,test,test,test,test,test
O05306,0,test,test,test,test,test
B0CHP1|A5VRJ7|Q8FZM5|A9M6C1,0,test,test,test,test,test
A2CB80,0,test,test,test,test,test
A1JIW5,0,test,test,test,test,test
C4ZR74|P39305|B1XDU8,0,test,test,test,test,test
B1W3Y6,0,test,test,test,test,test
D5E1T2|A0A7W3N5X5,0,test,test,test,test,test
Q1GVE7,0,test,test,test,test,test
B7I784|B7GZ77|B0VU08|B0V8C7|A3M2T7,0,test,test,test,test,test
Q0SHY5,0,test,test,test,test,test
A1VKS0,0,test,test,test,test,test
Q92TI2,0,test,test,test,test,test
Q5PEP3|B5BFI4,0,test,test,test,test,test
Q9LVY2,0,test,test,test,test,test
Q54BK1,0,test,test,test,test,test
A4J0S6,0,test,test,test,test,test
Q4FRK9,0,test,test,test,test,test
B2VJK3,0,test,test,test,test,test
Q3BQR9,0,test,test,test,test,test
Q9RYX0,0,test,test,test,test,test
B0JJ52,0,test,test,test,test,test
A7I6J9,0,test,test,test,test,test
Q1R3P7|B7N2P6|Q8FB35|B7UPK0|B7MJ29|A1AIL6|Q0TA23,0,test,test,test,test,test
G4N285,0,test,test,test,test,test
Q731Q9,0,test,test,test,test,test
Q7RV88,0,test,test,test,test,test
Q82I71,0,test,test,test,test,test
B1IXU0|C4ZU89|B1X8W0,0,test,test,test,test,test
Q2VLC6,0,test,test,test,test,test
B5XL15,0,test,test,test,test,test
B3PLQ1,0,test,test,test,test,test
Q8EPT5,0,test,test,test,test,test
O08691,0,test,test,test,test,test
Q9H0P0,0,test,test,test,test,test
Q3A7W5,0,test,test,test,test,test
P9WN83|P9WN82|A0A0H3MAB5|P64179,0,test,test,test,test,test
Q02XT4,0,test,test,test,test,test
B9DVY6,0,test,test,test,test,test
B7HSV6|Q6HCB4,0,test,test,test,test,test
Q5WGS1,0,test,test,test,test,test
P46151,0,test,test,test,test,test
B7LM66,0,test,test,test,test,test
Q55FM6,0,test,test,test,test,test
Q0SHV6,0,test,test,test,test,test
P54951,0,test,test,test,test,test
Q4J6M6,0,test,test,test,test,test
Q8I3W2,0,test,test,test,test,test
P58853,0,test,test,test,test,test
P17649,0,test,test,test,test,test
P22303,0,test,test,test,test,test
P17618,0,test,test,test,test,test
O02858,0,test,test,test,test,test
Q2A2P9,0,test,test,test,test,test
A1A1M3,0,test,test,test,test,test
A9B327,0,test,test,test,test,test
B4E6J0,0,test,test,test,test,test
A0QHB4,0,test,test,test,test,test
Q66DP7|B1JHN1|A9R0Q7|Q1CL27|B2K6Z6|O69172|Q1C4P9|A7FL86|A4TPA4,0,test,test,test,test,test
A4W6E7,0,test,test,test,test,test
A1DG51,0,test,test,test,test,test
Q7ZYC4,0,test,test,test,test,test
Q6G928|Q8NWC8,0,test,test,test,test,test
P43909,0,test,test,test,test,test
Q9PKH8,0,test,test,test,test,test
Q30RK2,0,test,test,test,test,test
Q8FL11,0,test,test,test,test,test
P69579|P69584,0,test,test,test,test,test
B7VKH0,0,test,test,test,test,test
Q03QU8,0,test,test,test,test,test
Q5PLI3,0,test,test,test,test,test
A1U1F3,0,test,test,test,test,test
C5A1Y3,0,test,test,test,test,test
Q7VIH4,0,test,test,test,test,test
Q02H15|Q9HVZ0|B7UZK3,0,test,test,test,test,test
Q884P3,0,test,test,test,test,test
Q9PPA2,0,test,test,test,test,test
A4QEN3,0,test,test,test,test,test
P42803,0,test,test,test,test,test
P23793,0,test,test,test,test,test
B9MN03,0,test,test,test,test,test
Q0A5B4,0,test,test,test,test,test
A0R3D7,0,test,test,test,test,test
Q9K407,0,test,test,test,test,test
B5E1V8|C1CG72|B8ZN87|B1I857|C1C9B2,0,test,test,test,test,test
Q47FA8,0,test,test,test,test,test
B4RX40,0,test,test,test,test,test
A0AHK7,0,test,test,test,test,test
A4Y2N6|A1REZ6,0,test,test,test,test,test
Q493R3,0,test,test,test,test,test
P40386,0,test,test,test,test,test
P53504,0,test,test,test,test,test
Q8DNL8,0,test,test,test,test,test
A6UWH7,0,test,test,test,test,test
Q8ZTX5,0,test,test,test,test,test
A0Q635,0,test,test,test,test,test
A1R4G1,0,test,test,test,test,test
W5U2K2,0,test,test,test,test,test
Q8U3Y2,0,test,test,test,test,test
C5D4Y5,0,test,test,test,test,test
Q0RK33,0,test,test,test,test,test
Q9RRP6,0,test,test,test,test,test
B9EBE2,0,test,test,test,test,test
P36234,0,test,test,test,test,test
A5UE44,0,test,test,test,test,test
Q2NE86,0,test,test,test,test,test
Q00870,0,test,test,test,test,test
A5GWD4,0,test,test,test,test,test
Q9PW61,0,test,test,test,test,test
Q9ZKB2,0,test,test,test,test,test
A7ZGE2,0,test,test,test,test,test
Q60CR6,0,test,test,test,test,test
Q1IFY8,0,test,test,test,test,test
Q9LK34,0,test,test,test,test,test
A7ZA58,0,test,test,test,test,test
Q1GR76,0,test,test,test,test,test
Q9HVL9|B7V0A8|Q02GB2,0,test,test,test,test,test
A7MNW9,0,test,test,test,test,test
Q0KBB2,0,test,test,test,test,test
Q8EPA3,0,test,test,test,test,test
Q64654,0,test,test,test,test,test
Q4R526,0,test,test,test,test,test
Q38XY8,0,test,test,test,test,test
B5EK17|B7J4S8,0,test,test,test,test,test
C5BCP0,0,test,test,test,test,test
B7NNU4,0,test,test,test,test,test
O67036,0,test,test,test,test,test
A5CVT6,0,test,test,test,test,test
Q5R9R9,0,test,test,test,test,test
A9HY51,0,test,test,test,test,test
Q3K2F6|Q8E146|Q8E6K1,0,test,test,test,test,test
D3ZRW8,0,test,test,test,test,test
C1DKE9,0,test,test,test,test,test
P75476,0,test,test,test,test,test
Q48U17,0,test,test,test,test,test
Q8HY46,0,test,test,test,test,test
Q6P8U6,0,test,test,test,test,test
B4TQT6,0,test,test,test,test,test
A3MY87,0,test,test,test,test,test
Q86AW9,0,test,test,test,test,test
B2V844,0,test,test,test,test,test
Q5SK49,0,test,test,test,test,test
B1AIH2|Q9PQV9,0,test,test,test,test,test
A1VBJ1|Q729A3,0,test,test,test,test,test
A8H7A8,0,test,test,test,test,test
P19868,0,test,test,test,test,test
B3QLW6,0,test,test,test,test,test
Q8PQ74,0,test,test,test,test,test
B6EGB5,0,test,test,test,test,test
G2ITT5,0,test,test,test,test,test
Q5X748,0,test,test,test,test,test
Q31V17,0,test,test,test,test,test
Q9RXC9,0,test,test,test,test,test
Q74GH5,0,test,test,test,test,test
Q0A6K3,0,test,test,test,test,test
A7GMN2,0,test,test,test,test,test
E7EY42,0,test,test,test,test,test
P12421,0,test,test,test,test,test
Q12570,0,test,test,test,test,test
Q82MF1,0,test,test,test,test,test
Q5H071,0,test,test,test,test,test
P33593,0,test,test,test,test,test
A4J999,0,test,test,test,test,test
Q89B26,0,test,test,test,test,test
B0CD47,0,test,test,test,test,test
C6A2A0,0,test,test,test,test,test
Q86ZM3,0,test,test,test,test,test
P12833,0,test,test,test,test,test
Q1LU15,0,test,test,test,test,test
Q9HX69,0,test,test,test,test,test
Q81RW4|Q6HK31|Q63CN1|P62047,0,test,test,test,test,test
B2GJ26,0,test,test,test,test,test
B0R569|Q9HQB0,0,test,test,test,test,test
Q5V3L1,0,test,test,test,test,test
P96115,0,test,test,test,test,test
Q1ISX7,0,test,test,test,test,test
Q3K0Y5|P65464|P65465,0,test,test,test,test,test
A4XS59,0,test,test,test,test,test
B3Q862,0,test,test,test,test,test
C1AMK7|A5U1R1|P9WN42|P64242|P9WN43|A1KI01,0,test,test,test,test,test
Q9NQR4,0,test,test,test,test,test
Q7N2V3,0,test,test,test,test,test
A5EB50,0,test,test,test,test,test
B7JW48,0,test,test,test,test,test
Q03677,0,test,test,test,test,test
O32223,0,test,test,test,test,test
Q75LR2,0,test,test,test,test,test
Q5FVF9,0,test,test,test,test,test
Q6TA49,0,test,test,test,test,test
A5CWD1,0,test,test,test,test,test
C4L5A2,0,test,test,test,test,test
A1KT74|Q9K005,0,test,test,test,test,test
Q0S4A2,0,test,test,test,test,test
Q46DY5,0,test,test,test,test,test
B7HQS1|C1ET16|A0R8F8|A9VN99|Q81VV4|B7JK94|B9IZH1|C3P9N2|Q81J62|B7ISZ6|Q6HPT1|C3LJ59|Q63HB3,0,test,test,test,test,test
A6WW03,0,test,test,test,test,test
B9L788,0,test,test,test,test,test
Q9K6D7,0,test,test,test,test,test
P43411,0,test,test,test,test,test
Q2P356|B2SJJ3|Q5H081,0,test,test,test,test,test
Q16CZ0,0,test,test,test,test,test
Q8CUW0,0,test,test,test,test,test
Q9TMU1,0,test,test,test,test,test
P71384,0,test,test,test,test,test
Q7MH21,0,test,test,test,test,test
A4FLW9,0,test,test,test,test,test
B2HNF8,0,test,test,test,test,test
B7L270,0,test,test,test,test,test
P87219,0,test,test,test,test,test
Q6AA30,0,test,test,test,test,test
Q9MB94,0,test,test,test,test,test
B6JLM6,0,test,test,test,test,test
P61922,0,test,test,test,test,test
Q6NIZ6,0,test,test,test,test,test
P50162,0,test,test,test,test,test
Q0T479,0,test,test,test,test,test
P22221,0,test,test,test,test,test
Q6DIZ8,0,test,test,test,test,test
A4GYR7,0,test,test,test,test,test
Q1I5M8,0,test,test,test,test,test
O59736,0,test,test,test,test,test
P35317,0,test,test,test,test,test
Q3J0F0|B9KKW2|A3PLV0,0,test,test,test,test,test
P17814,0,test,test,test,test,test
P41572,0,test,test,test,test,test
A5U4I2|P9WJL5,0,test,test,test,test,test
A5FFX6,0,test,test,test,test,test
P02578,0,test,test,test,test,test
P9WN72|P9WN73|P0A585,0,test,test,test,test,test
B2GE78,0,test,test,test,test,test
Q49W03,0,test,test,test,test,test
A5GE08,0,test,test,test,test,test
Q73H59,0,test,test,test,test,test
Q9AAR4,0,test,test,test,test,test
A4FPV1,0,test,test,test,test,test
Q07ZX6,0,test,test,test,test,test
P24493,0,test,test,test,test,test
Q8U089,0,test,test,test,test,test
B4T1R5|B5QYI4,0,test,test,test,test,test
Q1MRL0,0,test,test,test,test,test
P42862,0,test,test,test,test,test
O95822,0,test,test,test,test,test
P28379,0,test,test,test,test,test
Q98ET8,0,test,test,test,test,test
B9JF80,0,test,test,test,test,test
Q9V1Q7,0,test,test,test,test,test
D7UER1,0,test,test,test,test,test
Q9I1L5,0,test,test,test,test,test
Q0AYR3,0,test,test,test,test,test
Q9RKK6,0,test,test,test,test,test
Q2STE7,0,test,test,test,test,test
H6U1I8,0,test,test,test,test,test
Q3SLJ3,0,test,test,test,test,test
A7FD60,0,test,test,test,test,test
B9KYT9,0,test,test,test,test,test
O32861,0,test,test,test,test,test
Q8U070,0,test,test,test,test,test
Q8U7I5,0,test,test,test,test,test
A1JP78,0,test,test,test,test,test
A4TPM8|A9R2Z4,0,test,test,test,test,test
Q7V3Y9,0,test,test,test,test,test
B3QWJ0,0,test,test,test,test,test
B3Q000,0,test,test,test,test,test
Q7WHI8|Q7W979,0,test,test,test,test,test
Q55EL3,0,test,test,test,test,test
Q57645,0,test,test,test,test,test
Q48NP8,0,test,test,test,test,test
Q2YIU9|Q8YD03,0,test,test,test,test,test
B9M384,0,test,test,test,test,test
Q2YPV0|Q57D07|B2S5Y3|A9M5E5|Q8G0G3,0,test,test,test,test,test
Q7NHJ3,0,test,test,test,test,test
Q11SZ7,0,test,test,test,test,test
B3GYT6,0,test,test,test,test,test
Q0TQZ9|Q0STE8|Q8XKV0,0,test,test,test,test,test
Q9CG20,0,test,test,test,test,test
B2TY65,0,test,test,test,test,test
B8GAA4,0,test,test,test,test,test
Q2YB61,0,test,test,test,test,test
Q5XCQ0,0,test,test,test,test,test
Q9ZL45,0,test,test,test,test,test
Q46YW0,0,test,test,test,test,test
Q7TU60,0,test,test,test,test,test
Q83EV9,0,test,test,test,test,test
P75438,0,test,test,test,test,test
Q488N6,0,test,test,test,test,test
Q1PCB0,0,test,test,test,test,test
P28839,0,test,test,test,test,test
Q971S6,0,test,test,test,test,test
Q9LSZ9,0,test,test,test,test,test
Q92J26,0,test,test,test,test,test
Q11TY6,0,test,test,test,test,test
B1X9D3|C4ZQE0|P75898,0,test,test,test,test,test
Q2YUU0,0,test,test,test,test,test
Q3YXH0,0,test,test,test,test,test
O66452,0,test,test,test,test,test
Q97QZ1,0,test,test,test,test,test
P44336,0,test,test,test,test,test
A1TYW3,0,test,test,test,test,test
Q6D797,0,test,test,test,test,test
A2C859,0,test,test,test,test,test
Q2VIR3,0,test,test,test,test,test
Q02PY1,0,test,test,test,test,test
Q85WB7,0,test,test,test,test,test
B7VI70,0,test,test,test,test,test
A0A2U9GGW3,0,test,test,test,test,test
P11353,0,test,test,test,test,test
Q9K8G2,0,test,test,test,test,test
Q0TFI6|B7MXT7,0,test,test,test,test,test
Q75DY0,0,test,test,test,test,test
Q1W377,0,test,test,test,test,test
Q8E3V7,0,test,test,test,test,test
B1IYC6,0,test,test,test,test,test
O28847,0,test,test,test,test,test
K7QRJ5,0,test,test,test,test,test
P35492,0,test,test,test,test,test
O84766|Q3KKT1,0,test,test,test,test,test
P28894,0,test,test,test,test,test
A9G7W0,0,test,test,test,test,test
Q8TFJ2,0,test,test,test,test,test
B1MK49,0,test,test,test,test,test
Q03MZ8,0,test,test,test,test,test
Q4FLJ5,0,test,test,test,test,test
A6VDL7,0,test,test,test,test,test
Q0I3S5,0,test,test,test,test,test
B1ZG99,0,test,test,test,test,test
A0L9F4,0,test,test,test,test,test
Q08410,0,test,test,test,test,test
P39149,0,test,test,test,test,test
Q3B116,0,test,test,test,test,test
Q868H8,0,test,test,test,test,test
B6J4A4,0,test,test,test,test,test
Q0VQ55,0,test,test,test,test,test
Q7WQB2|Q7W0D1,0,test,test,test,test,test
Q5GRI0,0,test,test,test,test,test
B4SES6,0,test,test,test,test,test
Q4JUX3,0,test,test,test,test,test
Q6KIN6,0,test,test,test,test,test
A1UTC2,0,test,test,test,test,test
Q5L6G5,0,test,test,test,test,test
Q9RSY5,0,test,test,test,test,test
Q92A26,0,test,test,test,test,test
Q5BFT5,0,test,test,test,test,test
B5BBH8|Q5PG96,0,test,test,test,test,test
Q72HA9,0,test,test,test,test,test
Q8TME4,0,test,test,test,test,test
Q1MRP0,0,test,test,test,test,test
Q99049,0,test,test,test,test,test
B3PHJ5,0,test,test,test,test,test
A5UMP0,0,test,test,test,test,test
Q99JT9,0,test,test,test,test,test
B9DUK3,0,test,test,test,test,test
A9IK82,0,test,test,test,test,test
O27855,0,test,test,test,test,test
A2RFC4|Q1JHN7,0,test,test,test,test,test
A6WWR5,0,test,test,test,test,test
Q1R1M6,0,test,test,test,test,test
Q816G7,0,test,test,test,test,test
A5CYZ0,0,test,test,test,test,test
Q1C3X7,0,test,test,test,test,test
Q14HW8|A4IYS7|Q5NGG6|A0Q4Z0,0,test,test,test,test,test
Q5LZM5,0,test,test,test,test,test
Q31XB4|P59740,0,test,test,test,test,test
A8YTT2,0,test,test,test,test,test
B2K6W6,0,test,test,test,test,test
Q600K1,0,test,test,test,test,test
A8FRA1,0,test,test,test,test,test
A0JUS8,0,test,test,test,test,test
Q869P0,0,test,test,test,test,test
Q5IW40,0,test,test,test,test,test
Q601X7,0,test,test,test,test,test
C6A3E1,0,test,test,test,test,test
Q7UC63,0,test,test,test,test,test
Q970Z1,0,test,test,test,test,test
A3DAF6,0,test,test,test,test,test
Q8U4D1,0,test,test,test,test,test
O65354,0,test,test,test,test,test
Q7W3R1|Q7WF38,0,test,test,test,test,test
B4RYN9,0,test,test,test,test,test
Q87C38|B2I5X2,0,test,test,test,test,test
P95727,0,test,test,test,test,test
Q9KLX7,0,test,test,test,test,test
B2VC71,0,test,test,test,test,test
B8DKW2,0,test,test,test,test,test
A7MQV7,0,test,test,test,test,test
A1W2F6,0,test,test,test,test,test
Q8TJQ7,0,test,test,test,test,test
Q57YG0,0,test,test,test,test,test
A0RJZ5|C1EW31,0,test,test,test,test,test
Q88WW9,0,test,test,test,test,test
B0BRD0,0,test,test,test,test,test
